Player Name,From Year,To Year,Position,Height,Weight,Birth Date,Player URL
Tharon Mayes,1992,1992,G,6-3,175,"September 9, 1968",https://www.basketball-reference.com/players/m/mayesth01.html
Bill Mayfield,1981,1981,F,6-7,205,"October 17, 1957",https://www.basketball-reference.com/players/m/mayfibi01.html
Ken Mayfield,1976,1976,G,6-2,185,"May 11, 1948",https://www.basketball-reference.com/players/m/mayfike01.html
Eric Maynor,2010,2014,G,6-3,175,"June 11, 1987",https://www.basketball-reference.com/players/m/maynoer01.html
O.J. Mayo,2009,2016,G,6-5,210,"November 5, 1987",https://www.basketball-reference.com/players/m/mayooj01.html
Skylar Mays,2021,2024,G,6-4,205,"September 5, 1997",https://www.basketball-reference.com/players/m/mayssk01.html
Travis Mays,1991,1993,G,6-2,190,"June 19, 1968",https://www.basketball-reference.com/players/m/maystr01.html
Matt Mazza,1950,1950,F,6-3,210,"September 23, 1923",https://www.basketball-reference.com/players/m/mazzama01.html
Luc Mbah a Moute,2009,2020,F,6-8,230,"September 9, 1986",https://www.basketball-reference.com/players/m/mbahalu01.html
Bob McAdoo,1973,1986,C-F,6-9,210,"September 25, 1951",https://www.basketball-reference.com/players/m/mcadobo01.html
James Michael McAdoo,2015,2018,F,6-9,230,"January 4, 1993",https://www.basketball-reference.com/players/m/mcadoja01.html
Ken McBride,1955,1955,G-F,6-3,190,"May 23, 1929",https://www.basketball-reference.com/players/m/mcbrike01.html
Miles McBride,2022,2024,G,6-2,200,"September 8, 2000",https://www.basketball-reference.com/players/m/mcbrimi01.html
Tahjere McCall,2019,2019,G,6-5,195,"August 17, 1994",https://www.basketball-reference.com/players/m/mccalta01.html
Ray McCallum,2014,2016,G,6-3,190,"June 12, 1991",https://www.basketball-reference.com/players/m/mccalra01.html
Bob McCann,1990,1998,F,6-6,244,"April 22, 1964",https://www.basketball-reference.com/players/m/mccanbo01.html
Brendan McCann,1958,1960,G,6-2,178,"July 5, 1935",https://www.basketball-reference.com/players/m/mccanbr01.html
Mel McCants,1990,1990,F,6-8,240,"August 19, 1967",https://www.basketball-reference.com/players/m/mccanme01.html
Rashad McCants,2006,2009,G,6-4,207,"September 25, 1984",https://www.basketball-reference.com/players/m/mccanra01.html
Mike McCarron,1947,1950,G,5-11,180,"March 2, 1922",https://www.basketball-reference.com/players/m/mccarmi01.html
Andre McCarter,1977,1981,G,6-3,190,"August 25, 1953",https://www.basketball-reference.com/players/m/mccaran01.html
Willie McCarter,1970,1972,G,6-3,175,"July 26, 1946",https://www.basketball-reference.com/players/m/mccarwi01.html
Johnny McCarthy,1957,1964,G,6-1,185,"April 25, 1934",https://www.basketball-reference.com/players/m/mccarjo01.html
Howie McCarty,1947,1947,F-G,6-2,190,"April 15, 1919",https://www.basketball-reference.com/players/m/mccarho01.html
Kelly McCarty,1999,1999,G-F,6-7,200,"August 24, 1975",https://www.basketball-reference.com/players/m/mccarke01.html
Walter McCarty,1997,2006,F,6-10,230,"February 1, 1974",https://www.basketball-reference.com/players/m/mccarwa01.html
Amal McCaskill,1997,2004,F-C,6-11,235,"October 28, 1973",https://www.basketball-reference.com/players/m/mccasam01.html
Patrick McCaw,2017,2021,G,6-7,181,"October 25, 1995",https://www.basketball-reference.com/players/m/mccawpa01.html
Dwayne McClain,1986,1986,G,6-6,185,"February 7, 1963",https://www.basketball-reference.com/players/m/mccladw01.html
Ted McClain,1972,1979,G,6-1,180,"August 30, 1946",https://www.basketball-reference.com/players/m/mcclate01.html
Dan McClintock,2001,2001,C,7-0,270,"April 19, 1977",https://www.basketball-reference.com/players/m/mcclida01.html
Jack McCloskey,1953,1953,G,6-2,190,"September 19, 1925",https://www.basketball-reference.com/players/m/mccloja01.html
George McCloud,1990,2002,G-F,6-6,205,"May 27, 1967",https://www.basketball-reference.com/players/m/mccloge01.html
Mac McClung,2022,2023,G,6-2,185,"January 6, 1999",https://www.basketball-reference.com/players/m/mccluma01.html
CJ McCollum,2014,2024,G,6-3,190,"September 19, 1991",https://www.basketball-reference.com/players/m/mccolcj01.html
John McConathy,1952,1952,F,6-5,195,"April 9, 1930",https://www.basketball-reference.com/players/m/mcconjo01.html
Bucky McConnell,1953,1953,G,5-10,170,"July 1, 1928",https://www.basketball-reference.com/players/m/mcconbu01.html
T.J. McConnell,2016,2024,G,6-1,190,"March 25, 1992",https://www.basketball-reference.com/players/m/mccontj01.html
Keith McCord,1981,1981,G,6-7,210,"June 22, 1957",https://www.basketball-reference.com/players/m/mccorke01.html
Tim McCormick,1985,1992,C,6-11,240,"March 10, 1962",https://www.basketball-reference.com/players/m/mccorti01.html
Jelani McCoy,1999,2008,C,6-10,245,"December 6, 1977",https://www.basketball-reference.com/players/m/mccoyje01.html
Paul McCracken,1973,1977,G,6-4,180,"September 11, 1950",https://www.basketball-reference.com/players/m/mccrapa01.html
Chris McCray,2007,2007,G,6-5,192,"May 27, 1984",https://www.basketball-reference.com/players/m/mccrach01.html
Rodney McCray,1984,1993,F-G,6-7,220,"August 29, 1961",https://www.basketball-reference.com/players/m/mccraro01.html
Scooter McCray,1984,1987,F-G,6-9,215,"February 8, 1960",https://www.basketball-reference.com/players/m/mccrasc01.html
Erik McCree,2018,2018,F,6-7,219,"December 20, 1993",https://www.basketball-reference.com/players/m/mccreer01.html
Chris McCullough,2016,2018,F,6-11,200,"February 5, 1995",https://www.basketball-reference.com/players/m/mcculch01.html
John McCullough,1982,1982,G,6-4,190,"October 5, 1956",https://www.basketball-reference.com/players/m/mcculjo01.html
Clint McDaniel,1996,1996,G,6-4,180,"February 26, 1972",https://www.basketball-reference.com/players/m/mcdancl01.html
Xavier McDaniel,1986,1998,F,6-7,205,"June 4, 1963",https://www.basketball-reference.com/players/m/mcdanxa01.html
Jaden McDaniels,2021,2024,F,6-9,185,"September 29, 2000",https://www.basketball-reference.com/players/m/mcdanja02.html
Jalen McDaniels,2020,2024,F,6-9,205,"January 31, 1998",https://www.basketball-reference.com/players/m/mcdanja01.html
Jim McDaniels,1972,1978,C-F,6-11,228,"April 2, 1948",https://www.basketball-reference.com/players/m/mcdanji01.html
K.J. McDaniels,2015,2017,G-F,6-6,205,"February 9, 1993",https://www.basketball-reference.com/players/m/mcdankj01.html
Doug McDermott,2015,2024,F,6-6,225,"January 3, 1992",https://www.basketball-reference.com/players/m/mcderdo01.html
Sean McDermott,2021,2021,F,6-6,195,"November 3, 1996",https://www.basketball-reference.com/players/m/mcderse01.html
Ben McDonald,1986,1989,F,6-8,210,"July 20, 1962",https://www.basketball-reference.com/players/m/mcdonbe01.html
Glenn McDonald,1975,1977,F-G,6-6,190,"March 18, 1952",https://www.basketball-reference.com/players/m/mcdongl01.html
Michael McDonald,1998,1998,C,6-10,232,"February 13, 1969",https://www.basketball-reference.com/players/m/mcdonmi01.html
Rod McDonald,1971,1973,F,6-6,205,"April 9, 1945",https://www.basketball-reference.com/players/m/mcdonro01.html
Hank McDowell,1982,1987,F-C,6-9,215,"November 13, 1959",https://www.basketball-reference.com/players/m/mcdowha01.html
Antonio McDyess,1996,2011,F-C,6-9,220,"September 7, 1974",https://www.basketball-reference.com/players/m/mcdyean01.html
Jim McElroy,1976,1982,G,6-3,190,"October 4, 1953",https://www.basketball-reference.com/players/m/mcelrji01.html
Pat McFarland,1974,1976,F-G,6-5,185,"December 7, 1951",https://www.basketball-reference.com/players/m/mcfarpa01.html
Ivan McFarlin,2007,2007,F,6-8,240,"April 26, 1982",https://www.basketball-reference.com/players/m/mcfariv01.html
Mel McGaha,1949,1949,G,6-1,190,"September 26, 1926",https://www.basketball-reference.com/players/m/mcgahme01.html
Mitch McGary,2015,2016,F-C,6-10,255,"June 6, 1992",https://www.basketball-reference.com/players/m/mcgarmi01.html
JaVale McGee,2009,2024,C,7-0,270,"January 19, 1988",https://www.basketball-reference.com/players/m/mcgeeja01.html
Mike McGee,1982,1990,G-F,6-5,190,"July 29, 1959",https://www.basketball-reference.com/players/m/mcgeemi01.html
Billy McGill,1963,1970,C-F,6-9,225,"September 16, 1939",https://www.basketball-reference.com/players/m/mcgilbi01.html
George McGinnis,1972,1982,F-C,6-8,235,"August 12, 1950",https://www.basketball-reference.com/players/m/mcginge01.html
Jon McGlocklin,1966,1976,G-F,6-5,205,"June 10, 1943",https://www.basketball-reference.com/players/m/mcglojo01.html
Bryce McGowens,2023,2024,G-F,6-7,179,"November 8, 2002",https://www.basketball-reference.com/players/m/mcgowbr01.html
Tracy McGrady,1998,2012,G-F,6-8,210,"May 24, 1979",https://www.basketball-reference.com/players/m/mcgratr01.html
Gil McGregor,1972,1972,F,6-8,240,"June 14, 1949",https://www.basketball-reference.com/players/m/mcgregi01.html
Cameron McGriff,2022,2022,F,6-7,230,"September 30, 1997",https://www.basketball-reference.com/players/m/mcgrica01.html
Elton McGriff,1968,1969,C,6-9,225,"August 21, 1942",https://www.basketball-reference.com/players/m/mcgriel01.html
Rodney McGruder,2017,2023,G,6-4,205,"July 29, 1991",https://www.basketball-reference.com/players/m/mcgruro01.html
Al McGuire,1952,1955,G-F,6-2,180,"September 7, 1928",https://www.basketball-reference.com/players/m/mcguial01.html
Allie McGuire,1974,1974,G,6-3,175,"July 10, 1951",https://www.basketball-reference.com/players/m/mcguial02.html
Dick McGuire,1950,1960,G,6-0,180,"January 25, 1926",https://www.basketball-reference.com/players/m/mcguidi01.html
Dominic McGuire,2008,2013,F,6-9,220,"October 20, 1985",https://www.basketball-reference.com/players/m/mcguido01.html
Kevin McHale,1981,1993,F-C,6-10,210,"December 19, 1957",https://www.basketball-reference.com/players/m/mchalke01.html
Maurice McHartley,1968,1970,G-F,6-3,185,"August 1, 1942",https://www.basketball-reference.com/players/m/mcharma01.html
Jim McIlvaine,1995,2001,C,7-1,240,"July 30, 1972",https://www.basketball-reference.com/players/m/mcilvji01.html
Jeff McInnis,1997,2008,G,6-4,190,"October 22, 1974",https://www.basketball-reference.com/players/m/mcinnje01.html
Kenny McIntosh,1972,1975,F,6-7,225,"January 21, 1949",https://www.basketball-reference.com/players/m/mcintke01.html
Bob McIntyre,1968,1970,F,6-6,215,"January 23, 1944",https://www.basketball-reference.com/players/m/mcintbo01.html
Jerry McKee,1970,1970,G,6-3,190,"August 4, 1946",https://www.basketball-reference.com/players/m/mckeeje01.html
Kevin McKenna,1982,1988,G-F,6-5,195,"January 8, 1959",https://www.basketball-reference.com/players/m/mckenke01.html
Forrest McKenzie,1987,1987,F,6-7,200,"February 16, 1963",https://www.basketball-reference.com/players/m/mckenfo01.html
Stan McKenzie,1968,1974,F-G,6-5,195,"October 6, 1944",https://www.basketball-reference.com/players/m/mckenst01.html
Derrick McKey,1988,2002,F-C,6-9,205,"October 10, 1966",https://www.basketball-reference.com/players/m/mckeyde01.html
Aaron McKie,1995,2007,G-F,6-5,209,"October 2, 1972",https://www.basketball-reference.com/players/m/mckieaa01.html
Billy McKinney,1979,1986,G,6-0,160,"June 5, 1955",https://www.basketball-reference.com/players/m/mckinbi01.html
Bones McKinney,1947,1952,F-C,6-6,185,"January 1, 1919",https://www.basketball-reference.com/players/m/mckinbo01.html
Carlton McKinney,1990,1992,G,6-4,190,"October 21, 1964",https://www.basketball-reference.com/players/m/mckinca01.html
Trey McKinney-Jones,2018,2018,G,6-5,214,"August 27, 1990",https://www.basketball-reference.com/players/m/mckintr01.html
Alfonzo McKinnie,2018,2022,F,6-7,215,"September 17, 1992",https://www.basketball-reference.com/players/m/mckinal01.html
JaQuori McLaughlin,2022,2022,G,6-4,190,"January 29, 1998",https://www.basketball-reference.com/players/m/mclauja01.html
Jordan McLaughlin,2020,2024,G,6-0,185,"April 9, 1996",https://www.basketball-reference.com/players/m/mclaujo01.html
Ben McLemore,2014,2022,G,6-3,195,"February 11, 1993",https://www.basketball-reference.com/players/m/mclembe01.html
McCoy McLemore,1965,1972,F-C,6-7,230,"April 3, 1942",https://www.basketball-reference.com/players/m/mclemmc01.html
George McLeod,1953,1953,F,6-5,200,"January 3, 1931",https://www.basketball-reference.com/players/m/mcleoge01.html
Keith McLeod,2004,2007,G,6-2,188,"November 5, 1979",https://www.basketball-reference.com/players/m/mcleoke01.html
Roshown McLeod,1999,2001,F,6-8,221,"November 17, 1975",https://www.basketball-reference.com/players/m/mcleoro01.html
Jack McMahon,1953,1960,G,6-1,185,"December 3, 1928",https://www.basketball-reference.com/players/m/mcmahja01.html
Nate McMillan,1987,1998,G-F,6-5,195,"August 3, 1964",https://www.basketball-reference.com/players/m/mcmilna01.html
Tom McMillen,1976,1986,F-C,6-11,215,"May 26, 1952",https://www.basketball-reference.com/players/m/mcmilto01.html
Jim McMillian,1971,1979,F,6-5,215,"March 11, 1948",https://www.basketball-reference.com/players/m/mcmilji01.html
Shellie McMillon,1959,1962,F,6-5,205,"March 11, 1936",https://www.basketball-reference.com/players/m/mcmilsh01.html
Mal McMullen,1950,1951,F-C,6-5,210,"August 23, 1927",https://www.basketball-reference.com/players/m/mcmulma01.html
Chet McNabb,1948,1948,F,6-2,200,"September 19, 1920",https://www.basketball-reference.com/players/m/mcnabch01.html
Mark McNamara,1983,1991,C-F,6-11,235,"June 8, 1959",https://www.basketball-reference.com/players/m/mcnamma01.html
Joe McNamee,1951,1952,F-C,6-6,210,"September 24, 1926",https://www.basketball-reference.com/players/m/mcnamjo01.html
Jerel McNeal,2015,2015,G,6-3,200,"June 1, 1987",https://www.basketball-reference.com/players/m/mcneaje01.html
Chris McNealy,1986,1988,F,6-7,210,"July 15, 1961",https://www.basketball-reference.com/players/m/mcneach01.html
Bob McNeill,1961,1962,G,6-1,170,"October 22, 1938",https://www.basketball-reference.com/players/m/mcneibo01.html
Larry McNeill,1974,1979,F-C,6-9,195,"January 31, 1951",https://www.basketball-reference.com/players/m/mcneila01.html
Carl McNulty,1955,1955,G,6-3,185,"February 14, 1930",https://www.basketball-reference.com/players/m/mcnulca01.html
Paul McPherson,2001,2001,G,6-4,210,"July 3, 1978",https://www.basketball-reference.com/players/m/mcphepa01.html
Roy McPipe,1975,1975,G,6-3,205,"May 5, 1950",https://www.basketball-reference.com/players/m/mcpipro01.html
Cozell McQueen,1987,1987,F,6-11,235,"January 18, 1962",https://www.basketball-reference.com/players/m/mcqueco01.html
Jordan McRae,2016,2020,G,6-5,179,"March 28, 1991",https://www.basketball-reference.com/players/m/mcraejo01.html
Thales McReynolds,1966,1966,G,6-3,185,"June 8, 1943",https://www.basketball-reference.com/players/m/mcreyth01.html
Josh McRoberts,2008,2018,F-C,6-10,240,"February 28, 1987",https://www.basketball-reference.com/players/m/mcrobjo01.html
Eric McWilliams,1973,1973,F,6-8,200,"April 18, 1950",https://www.basketball-reference.com/players/m/mcwiler01.html
George Mearns,1947,1948,F,6-3,175,"April 18, 1922",https://www.basketball-reference.com/players/m/mearnge01.html
Stanislav Medvedenko,2001,2007,F,6-10,250,"April 4, 1979",https://www.basketball-reference.com/players/m/medvest01.html
Darnell Mee,1994,1995,G,6-5,175,"February 11, 1971",https://www.basketball-reference.com/players/m/meeda01.html
Jodie Meeks,2010,2019,G,6-4,210,"August 21, 1987",https://www.basketball-reference.com/players/m/meeksjo01.html
Cliff Meely,1972,1976,F-C,6-8,215,"July 10, 1947",https://www.basketball-reference.com/players/m/meelycl01.html
Scott Meents,1990,1991,F,6-10,225,"January 4, 1964",https://www.basketball-reference.com/players/m/meentsc01.html
Dick Mehen,1950,1952,F-C,6-5,195,"May 20, 1922",https://www.basketball-reference.com/players/m/mehendi01.html
Monk Meineke,1953,1958,F-C,6-7,208,"October 30, 1930",https://www.basketball-reference.com/players/m/meinemo01.html
Carl Meinhold,1948,1949,G-F,6-2,185,"March 29, 1926",https://www.basketball-reference.com/players/m/meinhca01.html
Salah Mejri,2016,2019,C,7-2,235,"June 15, 1986",https://www.basketball-reference.com/players/m/mejrisa01.html
Gal Mekel,2014,2015,G,6-3,191,"March 4, 1988",https://www.basketball-reference.com/players/m/mekelga01.html
Bill Melchionni,1967,1976,G,6-1,165,"October 19, 1944",https://www.basketball-reference.com/players/m/melchbi01.html
Gary Melchionni,1974,1975,G,6-2,185,"January 19, 1951",https://www.basketball-reference.com/players/m/melchga01.html
Nicolò Melli,2020,2021,F,6-9,236,"January 26, 1991",https://www.basketball-reference.com/players/m/mellini01.html
Fab Melo,2013,2013,C,7-0,255,"June 20, 1990",https://www.basketball-reference.com/players/m/melofa01.html
De'Anthony Melton,2019,2024,G,6-2,200,"May 28, 1998",https://www.basketball-reference.com/players/m/meltode01.html
Ed Melvin,1947,1947,G,5-9,170,"February 13, 1916",https://www.basketball-reference.com/players/m/melvied01.html
Dean Meminger,1972,1977,G,6-0,175,"May 13, 1948",https://www.basketball-reference.com/players/m/meminde01.html
Chuck Mencel,1956,1957,G,6-0,168,"April 21, 1933",https://www.basketball-reference.com/players/m/mencech01.html
John Mengelt,1972,1981,G,6-2,195,"October 16, 1949",https://www.basketball-reference.com/players/m/mengejo01.html
Ken Menke,1950,1950,G,6-0,168,"October 2, 1922",https://www.basketball-reference.com/players/m/menkeke01.html
Nathan Mensah,2024,2024,F,6-8,230,"April 9, 1998",https://www.basketball-reference.com/players/m/mensana01.html
